,movieId,viewers,recommand,v_check,wilson_lb
28076,103570,4,1,4,0.2498389336012441
12809,103572,13,7,13,0.5382760609082061
13201,103574,1410,443,1410,0.31401172238473696
42237,103576,18,6,18,0.33315797184765045
23672,103590,1,0,1,0.0
22841,103593,5,1,5,0.1998512227909431
6150,103596,59,23,59,0.389649072142607
29296,103598,27,18,27,0.6664912590413711
45201,103600,12,5,12,0.41648325664423236
17073,103602,22,6,22,0.2725616087512901
33294,103604,3,2,3,0.6664912590413711
5474,103606,782,449,782,0.5739848222938344
18864,103609,4,0,4,0.0
36542,103611,8,3,8,0.3748199009081829
45292,103614,3,0,3,0.0
44163,103617,2,1,2,0.4998139765888565
20171,103619,9,2,9,0.22206758602924984
10909,103621,471,102,471,0.2164073024952954
5746,103624,43,9,43,0.2091510132240773
30583,103626,3,0,3,0.0
25244,103629,10,1,10,0.09988844130711626
52038,103631,1,0,1,0.0
45081,103633,1,0,1,0.0
36151,103635,4,1,4,0.2498389336012441
43272,103637,1,0,1,0.0
10687,103639,14,3,14,0.2141330933803973
20168,103641,15,3,15,0.1998512227909431
30955,103645,9,1,9,0.11099424189228674
43280,103647,1,1,1,0.9999998615811622
18019,103651,44,17,44,0.3861824967000877
30694,103653,1,0,1,0.0
4535,103655,350,47,350,0.13415891217312625
19461,103657,4,3,4,0.7498388643918251
5698,103659,997,231,997,0.23153815016419826
15433,103661,16,6,16,0.3748199009081829
43117,103663,7,2,7,0.28554624175075455
12316,103665,23,10,23,0.43459818352980867
13317,103667,665,212,665,0.31862363996178067
10289,103669,28,7,28,0.2498389336012441
25219,103671,2,0,2,0.0
28881,103673,9,7,9,0.777623064685451
43619,103676,3,3,3,0.9999998615811622
26056,103681,18,2,18,0.11099424189228674
31800,103683,2,0,2,0.0
10609,103685,3,0,3,0.0
2183,103688,586,170,586,0.28993357977581535
43602,103690,25,7,25,0.2798329818404685
51450,103692,1,0,1,0.0
29081,103695,4,1,4,0.2498389336012441
12470,103721,136,72,136,0.5292260593422545
11582,103723,10,2,10,0.1998512227909431
7360,103727,17,3,17,0.1763288013059125
43592,103729,1,0,1,0.0
36049,103731,2,0,2,0.0
12704,103736,5,3,5,0.5998177211825851
29254,103739,1064,403,1064,0.3785789435296302
29335,103741,2,0,2,0.0
26061,103743,22,5,22,0.22711685128155526
25348,103745,4,0,4,0.0
20358,103747,17,7,17,0.4115816141517216
25320,103749,17,7,17,0.4115816141517216
18536,103751,4,1,4,0.2498389336012441
21768,103753,2,0,2,0.0
5034,103755,39,5,39,0.12808079768155214
36937,103759,3,0,3,0.0
53420,103769,2,1,2,0.4998139765888565
1948,103772,275,48,275,0.1744042788570369
53446,103774,5,2,5,0.3998177488663529
28133,103776,1,1,1,0.9999998615811622
51637,103779,2,0,2,0.0
25344,103784,6,3,6,0.4998139765888565
30742,103787,29,4,29,0.13780279258244985
36217,103790,1,0,1,0.0
19620,103792,1,0,1,0.0
28897,103794,4,0,4,0.0
15158,103798,22,0,22,0.0
5789,103801,57,6,57,0.10514903425102648
25340,103806,5,0,5,0.0
13286,103808,5,1,5,0.1998512227909431
2907,103810,218,30,218,0.13748656074020524
12433,103813,50,32,50,0.6398213981456136
12983,103816,1160,228,1160,0.19640391829290504
13805,103819,59,41,59,0.6947439207841073
17410,103821,3,1,3,0.33315797184765045
31408,103823,15,5,15,0.33315797184765045
16011,103825,1177,258,1177,0.21904748048729575
31258,103827,27,3,27,0.11099424189228674
42641,103829,1,1,1,0.9999998615811622
42413,103831,1,1,1,0.9999998615811622
21468,103834,17,4,17,0.23513633853077678
27630,103836,1,0,1,0.0
25293,103838,3,0,3,0.0
36969,103840,11,2,11,0.18167472940053078
42863,103842,5,3,5,0.5998177211825851
42933,103846,2,0,2,0.0
8538,103849,30,16,30,0.5331477191538699
42467,103851,2,1,2,0.4998139765888565
31347,103861,1,0,1,0.0
27459,103863,11,3,11,0.2725616087512901
27515,103865,6,3,6,0.4998139765888565
10126,103867,23,6,23,0.2607062292394564
23619,103869,3,0,3,0.0
27504,103871,1,0,1,0.0
23652,103873,15,0,15,0.0
42706,103875,5,4,5,0.7998511397396404
42834,103877,1,0,1,0.0
49671,103881,1,0,1,0.0
3885,103883,3485,1231,3485,0.35305031256300395
25992,103908,2,0,2,0.0
37079,103910,2,1,2,0.4998139765888565
21896,103912,3,3,3,0.9999998615811622
42630,103920,2,0,2,0.0
53057,103923,1,1,1,0.9999998615811622
20535,103935,9,3,9,0.33315797184765045
28116,103966,2,0,2,0.0
13053,103972,20,8,20,0.3998177488663529
23816,103974,5,1,5,0.1998512227909431
48389,103976,2,0,2,0.0
27276,103978,5,1,5,0.1998512227909431
2695,103980,497,184,497,0.3700416979702526
14132,103982,19,4,19,0.2103746788899789
4419,103984,71,15,71,0.21111577318133598
49416,103986,61,38,61,0.6227704911299695
37052,103988,3,2,3,0.6664912590413711
22322,103990,7,2,7,0.28554624175075455
30741,103994,14,5,14,0.35696460791899887
13253,103996,39,4,39,0.1024512827590195
30644,103998,11,4,11,0.36345741098923845
36625,104000,5,0,5,0.0
50955,104002,1,0,1,0.0
50795,104011,5,0,5,0.0
19856,104013,1,1,1,0.9999998615811622
21546,104015,12,9,12,0.7498388643918251
25976,104017,1,1,1,0.9999998615811622
43710,104019,4,0,4,0.0
23877,104028,2,0,2,0.0
43521,104031,6,0,6,0.0
20614,104033,2,1,2,0.4998139765888565
23692,104035,1,0,1,0.0
25975,104039,1,0,1,0.0
22959,104041,1,0,1,0.0
50460,104043,1,0,1,0.0
21484,104050,5,0,5,0.0
42295,104054,1,1,1,0.9999998615811622
36696,104059,2,1,2,0.4998139765888565
36604,104061,17,2,17,0.1175272420678634
25319,104064,5,3,5,0.5998177211825851
28960,104066,3,1,3,0.33315797184765045
4111,104069,159,12,159,0.07537348033925907
15427,104072,19,6,19,0.31561656083498435
4633,104074,1189,267,1189,0.2244032387340644
8566,104076,17,4,17,0.23513633853077678
6854,104078,59,23,59,0.389649072142607
17722,104085,7898,3902,7898,0.49386311694939433
10946,104089,49,12,49,0.24473800442950225
25933,104091,17,1,17,0.058736050028825884
15612,104093,9,1,9,0.11099424189228674
14351,104097,8,3,8,0.3748199009081829
18246,104099,6,1,6,0.1665280591343614
27810,104101,3,0,3,0.0
49715,104103,1,0,1,0.0
43483,104116,3,1,3,0.33315797184765045
28200,104119,50,20,50,0.3998177488663529
19104,104123,19,9,19,0.4734984485865672
28247,104126,3,2,3,0.6664912590413711
8757,104129,9,4,9,0.4442595805818986
27914,104132,3,1,3,0.33315797184765045
21290,104135,11,1,11,0.09080219157865717
9674,104137,280,47,280,0.16771814027653123
29263,104139,1,1,1,0.9999998615811622
11329,104141,110,72,110,0.6543685188430011
10277,104144,24,3,24,0.1248770089751351
31460,104153,547,381,547,0.6963554295538372
14522,104155,7,3,7,0.4283873230299386
23523,104175,1,0,1,0.0
18515,104177,5,3,5,0.5998177211825851
29584,104179,1,0,1,0.0
27972,104181,5,1,5,0.1998512227909431
1856,104211,2045,1521,2045,0.7436028292865093
38438,104213,6,2,6,0.33315797184765045
16521,104215,3,0,3,0.0
5537,104218,201,73,201,0.3630051748032459
24027,104224,2,1,2,0.4998139765888565
29403,104226,1,0,1,0.0
11844,104231,24,14,24,0.5831499002410927
19493,104233,31,8,31,0.2579017532064085
49964,104236,70,24,70,0.3426805672923561
23288,104239,24,10,24,0.41648325664423236
2566,104241,442,139,442,0.31430691925994386
2322,104243,15539,7117,15539,0.45782352045538705
7023,104245,199,76,199,0.38172880344196763
19008,104247,33,12,33,0.36345741098923845
31639,104249,4,1,4,0.2498389336012441
50728,104264,1,0,1,0.0
30372,104266,2,0,2,0.0
27965,104270,3,0,3,0.0
4389,104272,800,70,800,0.0873949291644959
9580,104274,38,14,38,0.36824160424100744
29103,104276,9,3,9,0.33315797184765045
23172,104280,1,0,1,0.0
3715,104283,148,48,148,0.32415018539647794
30555,104285,30,9,30,0.2998295344090003
51010,104291,2,0,2,0.0
28015,104294,6,2,6,0.33315797184765045
14630,104298,28,15,28,0.5355287325159065
29058,104301,1,0,1,0.0
5295,104303,1111,586,1111,0.5272669986692939
51047,104307,1,0,1,0.0
51067,104309,1,0,1,0.0
5311,104312,37,7,37,0.18904351678142342
19716,104314,3,0,3,0.0
23930,104317,2,1,2,0.4998139765888565
15741,104319,556,138,556,0.2480407608897722
15419,104321,6,3,6,0.4998139765888565
14898,104323,10,2,10,0.1998512227909431
36659,104331,1,0,1,0.0
20578,104335,7,2,7,0.28554624175075455
4873,104337,67,14,67,0.2088040039337441
6086,104339,1399,591,1399,0.42226084203809433
48729,104341,2,1,2,0.4998139765888565
27754,104343,5,2,5,0.3998177488663529
38999,104345,2,0,2,0.0
12320,104350,421,221,421,0.5247548222838284
48754,104352,3,1,3,0.33315797184765045
39396,104354,32,11,32,0.3435733146846737
15375,104356,9,3,9,0.33315797184765045
10337,104361,46,14,46,0.3041766630158318
39338,104363,1,0,1,0.0
22546,104368,12,5,12,0.41648325664423236
36606,104370,1,0,1,0.0
30901,104372,3,0,3,0.0
1444,104374,1075,645,1075,0.5998177211825851
25424,104376,6,1,6,0.1665280591343614
12080,104379,472,204,472,0.43201909380538117
17208,104384,11,2,11,0.18167472940053078
15132,104386,12,2,12,0.1665280591343614
20623,104388,25,14,25,0.5598153125088587
16017,104390,3,2,3,0.6664912590413711
16321,104392,1,0,1,0.0
14412,104406,16,6,16,0.3748199009081829
14092,104408,20,10,20,0.4998139765888565
39116,104412,2,1,2,0.4998139765888565
27814,104414,1,0,1,0.0
7954,104419,14,5,14,0.35696460791899887
23355,104421,1,0,1,0.0
16284,104423,9,1,9,0.11099424189228674
12348,104431,4682,1620,4682,0.3458290208089586
38969,104436,102,63,102,0.6174662418805235
38986,104438,1,0,1,0.0
7205,104441,684,98,684,0.14314455547792704
23475,104449,1,1,1,0.9999998615811622
49163,104451,4,1,4,0.2498389336012441
37761,104453,1,0,1,0.0
4974,104457,482,218,482,0.45209698995573466
28203,104459,5,1,5,0.1998512227909431
37737,104462,1,0,1,0.0
37017,104464,4,3,4,0.7498388643918251
49170,104472,4,1,4,0.2498389336012441
37007,104480,88,31,88,0.352095028989357
29157,104489,1,0,1,0.0
33162,104491,2,0,2,0.0
37829,104493,14,3,14,0.2141330933803973
33151,104495,1,0,1,0.0
37059,104498,2,0,2,0.0
49652,104504,5,1,5,0.1998512227909431
30502,104506,1,0,1,0.0
30528,104508,1,0,1,0.0
17803,104513,4,0,4,0.0
13821,104518,86,49,86,0.5695832286299343
11068,104520,7,3,7,0.4283873230299386
37831,104524,2,0,2,0.0
37091,104526,8,4,8,0.4998139765888565
28341,104540,2,1,2,0.4998139765888565
24687,104542,2,0,2,0.0
28211,104544,24,9,24,0.3748199009081829
29658,104546,10,2,10,0.1998512227909431
17178,104552,4,1,4,0.2498389336012441
37071,104556,1,0,1,0.0
18043,104561,11,2,11,0.18167472940053078
28192,104563,6,0,6,0.0
49328,104569,1,0,1,0.0
49357,104571,55,15,55,0.2725616087512901
15968,104576,13,6,13,0.4613529946327322
52818,104581,1,1,1,0.9999998615811622
13793,104583,10,0,10,0.0
36859,104588,25,8,25,0.3198264739437316
18851,104590,600,179,600,0.2981631399417542
33398,104595,5,1,5,0.1998512227909431
29241,104597,14,4,14,0.28554624175075455
28297,104599,8,4,8,0.4998139765888565
24986,104601,3,1,3,0.33315797184765045
25083,104604,1,1,1,0.9999998615811622
33405,104606,2,0,2,0.0
19291,104608,4,2,4,0.4998139765888565
26234,104610,9,3,9,0.33315797184765045
38333,104612,4,2,4,0.4998139765888565
38126,104625,9,3,9,0.33315797184765045
37095,104627,6,2,6,0.33315797184765045
53031,104629,1,0,1,0.0
10300,104631,52,30,52,0.5767392575073799
18786,104633,81,42,81,0.5183326201759035
12724,104636,364,190,364,0.521792175322632
19286,104638,228,55,228,0.24106893381601188
38096,104640,1,0,1,0.0
36986,104642,4,0,4,0.0
19397,104644,2,0,2,0.0
36941,104654,6,1,6,0.1665280591343614
26355,104662,5,0,5,0.0
53802,104664,2,1,2,0.4998139765888565
33318,104667,2,1,2,0.4998139765888565
16366,104669,9,5,9,0.5553706763131389
18205,104671,41,4,41,0.0974506375218133
33262,104673,1,1,1,0.9999998615811622
37941,104675,4,0,4,0.0
29667,104677,1,0,1,0.0
19994,104680,41,12,41,0.292513676414304
13162,104685,21,13,21,0.6188669288535001
21166,104689,616,198,616,0.3212548410193973
25169,104691,32,19,32,0.5935672628107067
26102,104693,2,1,2,0.4998139765888565
36880,104698,4,2,4,0.4998139765888565
36887,104701,1,0,1,0.0
10008,104712,9,5,9,0.5553706763131389
32143,104719,16,2,16,0.1248770089751351
25831,104721,4,1,4,0.2498389336012441
36950,104723,2,2,2,0.9999998615811622
25820,104726,3,1,3,0.33315797184765045
16431,104728,24,5,24,0.20818227937245617
29605,104731,1,0,1,0.0
21242,104733,3,1,3,0.33315797184765045
10097,104736,16,7,16,0.43731544426950414
33309,104741,10,6,10,0.5998177211825851
38005,104743,8,5,8,0.6248198663034734
29491,104746,4,0,4,0.0
33419,104748,4,1,4,0.2498389336012441
40920,104750,3,0,3,0.0
17503,104757,10,2,10,0.1998512227909431
12264,104760,79,30,79,0.37956628891553584
17999,104762,21,4,21,0.1903301391856472
36942,104764,3,1,3,0.33315797184765045
36932,104767,1,1,1,0.9999998615811622
36174,104769,8,0,8,0.0
22401,104772,4,0,4,0.0
32261,104774,1,0,1,0.0
28964,104776,3,0,3,0.0
29012,104778,21,10,21,0.47600466710558687
11617,104780,307,216,307,0.7034131284582877
25793,104784,636,214,636,0.33630221623746753
40840,104795,14,1,14,0.07133281402580742
40663,104798,3,0,3,0.0
51775,104800,1,0,1,0.0
21147,104803,3,1,3,0.33315797184765045
36165,104805,1,0,1,0.0
17431,104807,4,0,4,0.0
32084,104809,4,1,4,0.2498389336012441
32107,104813,1,0,1,0.0
51709,104815,1,0,1,0.0
51522,104817,10,3,10,0.2998295344090003
28910,104823,6,2,6,0.33315797184765045
41110,104827,3,0,3,0.0
15660,104829,10,3,10,0.2998295344090003
36270,104832,2,1,2,0.4998139765888565
19938,104835,5,2,5,0.3998177488663529
36260,104837,5,1,5,0.1998512227909431
40711,104839,1,0,1,0.0
541,104841,58,6,58,0.10333502630570844
25723,104843,1,0,1,0.0
28957,104847,4,1,4,0.2498389336012441
36264,104849,2,1,2,0.4998139765888565
22478,104854,2,0,2,0.0
10214,104861,42,5,42,0.11892718643656111
5174,104863,23,3,23,0.13030953539245638
25868,104865,10,2,10,0.1998512227909431
17941,104867,14,3,14,0.2141330933803973
27297,104870,1,0,1,0.0
32224,104872,4,1,4,0.2498389336012441
12848,104875,54,5,54,0.09248480723185382
1383,104879,6538,2490,6538,0.38066976505144884
5855,104881,76,36,76,0.4734984485865672
11641,104883,90,25,90,0.2776111675693633
16989,104903,6,0,6,0.0
8458,104906,87,37,87,0.4251034317333075
4652,104908,25,7,25,0.2798329818404685
32055,104910,2,0,2,0.0
1767,104913,56,6,56,0.10702783936615988
16810,104920,4,1,4,0.2498389336012441
19956,104923,830,512,830,0.6166865830736716
5335,104925,159,39,159,0.24512297916176165
21878,104932,1,0,1,0.0
52407,104934,1,1,1,0.9999998615811622
41397,104936,2,1,2,0.4998139765888565
31882,104938,1,0,1,0.0
3257,104944,228,28,228,0.12268495818709862
15731,104947,10,0,10,0.0
36242,104952,7,3,7,0.4283873230299386
31863,104954,7,3,7,0.4283873230299386
26194,104956,7,3,7,0.4283873230299386
22985,104959,918,440,918,0.47911697114077306
41118,104961,8,0,8,0.0
24517,104969,3,0,3,0.0
36127,104971,3,0,3,0.0
32645,104973,1,0,1,0.0
16152,104975,17,1,17,0.058736050028825884
21688,104984,2,1,2,0.4998139765888565
19949,104990,7,0,7,0.0
41575,104993,76,42,76,0.5524465817222713
18982,104996,392,89,392,0.2268849965528534
15486,104998,112,25,112,0.22305940340864785
23069,105001,4,1,4,0.2498389336012441
16635,105011,2,0,2,0.0
21566,105013,1,0,1,0.0
52025,105015,1,0,1,0.0
43934,105017,1,1,1,0.9999998615811622
27579,105020,1,0,1,0.0
14718,105028,5659,2376,5659,0.4196785589978676
36103,105030,16,8,16,0.4998139765888565
39869,105032,4,3,4,0.7498388643918251
23072,105034,41,17,41,0.4144508660246913
7048,105037,20,7,20,0.34982256573734005
27684,105040,2,0,2,0.0
29948,105042,10,2,10,0.1998512227909431
25505,105044,22,7,22,0.31800855491657004
36094,105047,1,0,1,0.0
20625,105049,1,0,1,0.0
32735,105051,2,0,2,0.0
12079,105053,81,10,81,0.1233344534109488
36090,105055,7,1,7,0.14272700301519542
32578,105057,3,0,3,0.0
21956,105068,4,1,4,0.2498389336012441
25543,105071,16,3,16,0.1873548287706637
22082,105073,7,0,7,0.0
8412,105075,10,0,10,0.0
27559,105077,2,0,2,0.0
36145,105079,2,0,2,0.0
27552,105081,1,0,1,0.0
24562,105084,2,0,2,0.0
18927,105086,54,26,54,0.48129558826549024
14103,105089,4,1,4,0.2498389336012441
17620,105091,7,2,7,0.28554624175075455
25684,105096,1,1,1,0.9999998615811622
22967,105098,1,0,1,0.0
25871,105101,23,9,23,0.391122788296098
44591,105104,52,16,52,0.3075206203912732
44540,105115,2,2,2,0.9999998615811622
32375,105117,3,1,3,0.33315797184765045
29878,105119,1,0,1,0.0
22353,105121,6,0,6,0.0
12714,105126,96,20,96,0.20818227937245617
15377,105128,17,1,17,0.058736050028825884
16490,105130,9,3,9,0.33315797184765045
13544,105133,10,2,10,0.1998512227909431
22303,105135,3,1,3,0.33315797184765045
44895,105142,10,1,10,0.09988844130711626
36295,105144,3,0,3,0.0
26256,105147,1,0,1,0.0
44823,105150,10,1,10,0.09988844130711626
32501,105155,4,0,4,0.0
22877,105157,1,0,1,0.0
11622,105159,251,58,251,0.23091890898564912
27516,105161,5,0,5,0.0
36560,105163,14,0,14,0.0
25825,105165,4,0,4,0.0
21408,105176,8,0,8,0.0
22695,105178,5,0,5,0.0
25814,105181,1,0,1,0.0
27395,105184,2,0,2,0.0
24045,105187,2,1,2,0.4998139765888565
32359,105189,2,0,2,0.0
45482,105191,4,0,4,0.0
21965,105193,1,0,1,0.0
15801,105195,14,4,14,0.28554624175075455
3781,105197,1404,755,1404,0.5375637900404839
17065,105204,30,11,30,0.36648739783770795
18359,105206,98,28,98,0.28554624175075455
5533,105211,23,5,23,0.21723788493668736
2808,105213,518,161,518,0.31063864423670745
24029,105215,12,7,12,0.5831499002410927
14648,105217,7,1,7,0.14272700301519542
23944,105223,1,0,1,0.0
18985,105227,16,6,16,0.3748199009081829
26016,105234,3,0,3,0.0
27471,105236,4,1,4,0.2498389336012441
36524,105238,1,0,1,0.0
39646,105240,3,0,3,0.0
25620,105242,1,0,1,0.0
32462,105244,3,0,3,0.0
8894,105246,44,13,44,0.2952848285870919
12576,105248,13,6,13,0.4613529946327322
7965,105250,24,3,24,0.1248770089751351
21425,105252,85,10,85,0.1175272420678634
11393,105254,46,8,46,0.17377206995538766
30194,105257,25,7,25,0.2798329818404685
23903,105266,1,0,1,0.0
16869,105269,4842,2219,4842,0.4580963327867722
30087,105271,11,5,11,0.4543602077125543
22634,105275,2,0,2,0.0
47304,105282,1,0,1,0.0
30657,105288,1,1,1,0.9999998615811622
23876,105290,74,20,74,0.270105076306391
32565,105292,6,1,6,0.1665280591343614
28388,105296,1,0,1,0.0
40505,105299,9,2,9,0.22206758602924984
18007,105302,3,0,3,0.0
40544,105304,11,1,11,0.09080219157865717
32687,105306,16,1,16,0.06241000234121049
21683,105308,2,1,2,0.4998139765888565
23794,105310,2,0,2,0.0
28433,105314,3,0,3,0.0
47389,105320,1,1,1,0.9999998615811622
32410,105323,27,4,27,0.14801602840665698
13437,105325,2,0,2,0.0
44172,105328,8,2,8,0.2498389336012441
40398,105330,1253,964,1253,0.769196790744371
36338,105335,5,2,5,0.3998177488663529
32511,105338,5,2,5,0.3998177488663529
14401,105340,21,9,21,0.4283873230299386
12537,105343,198,20,198,0.10089804285393983
17863,105345,7,3,7,0.4283873230299386
40253,105347,5,0,5,0.0
8218,105351,31,10,31,0.3224067513090606
32211,105353,2,0,2,0.0
3104,105355,1137,107,1137,0.09399872661687321
19643,105357,8,3,8,0.3748199009081829
26325,105359,7,0,7,0.0
17011,105364,1643,1193,1643,0.7259448263454668
36420,105366,2,0,2,0.0
21984,105368,1,1,1,0.9999998615811622
17743,105375,2,0,2,0.0
47519,105377,3,0,3,0.0
47547,105379,1,0,1,0.0
40131,105382,1,1,1,0.9999998615811622
9096,105386,29,2,29,0.06887130189872041
36403,105388,1,0,1,0.0
30521,105390,2,0,2,0.0
23082,105404,31,9,31,0.2901537334454579
32311,105406,3,0,3,0.0
48289,105408,2,0,2,0.0
24316,105410,10,3,10,0.2998295344090003
33321,105412,119,31,119,0.2603409398528466
28417,105414,5,1,5,0.1998512227909431
37200,105416,2,0,2,0.0
11517,105420,5,1,5,0.1998512227909431
20546,105423,2,0,2,0.0
9235,105429,717,260,717,0.3624431911619632
40147,105435,1,0,1,0.0
40464,105439,3,0,3,0.0
28615,105442,14,3,14,0.2141330933803973
28880,105444,12,7,12,0.5831499002410927
48104,105446,1,0,1,0.0
40269,105448,1,0,1,0.0
40161,105450,20,4,20,0.1998512227909431
19487,105453,1,0,1,0.0
47979,105455,1,1,1,0.9999998615811622
40158,105461,5,2,5,0.3998177488663529
24544,105463,4,1,4,0.2498389336012441
23028,105465,3,0,3,0.0
3990,105468,147,53,147,0.36036559558409514
32089,105470,2,0,2,0.0
32879,105474,6,2,6,0.33315797184765045
13655,105477,60,5,60,0.08323056268217739
37180,105481,4,1,4,0.2498389336012441
19983,105484,5,3,5,0.5998177211825851
32956,105490,7,2,7,0.28554624175075455
19973,105492,4,0,4,0.0
24457,105495,1,0,1,0.0
29639,105497,2,0,2,0.0
39758,105499,1,0,1,0.0
29527,105502,2,1,2,0.4998139765888565
1464,105504,216,99,216,0.458147962729464
39594,105506,4,0,4,0.0
19601,105509,5,0,5,0.0
9196,105519,8,2,8,0.2498389336012441
37288,105521,1,0,1,0.0
37335,105526,1,1,1,0.9999998615811622
29248,105529,125,74,125,0.5918171399723204
12895,105531,44,20,44,0.4543602077125543
37378,105533,1,0,1,0.0
21668,105538,8,1,8,0.1248770089751351
17557,105540,3,0,3,0.0
20994,105554,5,2,5,0.3998177488663529
30214,105560,12,9,12,0.7498388643918251
24833,105563,10,1,10,0.09988844130711626
46182,105565,1,0,1,0.0
37395,105569,2,1,2,0.4998139765888565
45980,105571,1,0,1,0.0
26186,105575,44,23,44,0.522541438442531
26168,105577,2,0,2,0.0
19943,105579,144,80,144,0.5553706763131389
26179,105581,73,45,73,0.616257431113497
40732,105583,21,7,21,0.33315797184765045
5869,105585,15,0,15,0.0
46096,105591,15,2,15,0.1332069124762694
4468,105593,353,160,353,0.4530725880713935
37290,105595,2,0,2,0.0
14410,105597,16,6,16,0.3748199009081829
24795,105599,3,3,3,0.9999998615811622
31544,105601,20,13,20,0.6498225242116886
46769,105606,2,1,2,0.4998139765888565
18277,105608,10,4,10,0.3998177488663529
37235,105612,18,11,18,0.6109297236408099
37250,105616,14,1,14,0.07133281402580742
36015,105618,2,0,2,0.0
16764,105620,7,0,7,0.0
18491,105622,7,2,7,0.28554624175075455
29638,105628,30,1,30,0.03326661344908577
14778,105630,32,3,32,0.09364161178879331
3441,105653,52,24,52,0.4613529946327322
37192,105659,11,2,11,0.18167472940053078
45678,105663,1,0,1,0.0
46371,105665,2,1,2,0.4998139765888565
17221,105700,12,0,12,0.0
12718,105703,3,0,3,0.0
19623,105709,3,1,3,0.33315797184765045
46640,105713,6,5,6,0.8331946335218028
13087,105715,10,5,10,0.4998139765888565
23468,105717,2,0,2,0.0
25843,105720,26,12,26,0.4613529946327322
35270,105728,1,1,1,0.9999998615811622
4818,105731,48,7,48,0.14570207249592496
37322,105733,4,1,4,0.2498389336012441
7990,105742,9,1,9,0.11099424189228674
24756,105744,18,5,18,0.2776111675693633
17182,105746,6,0,6,0.0
38657,105748,5,1,5,0.1998512227909431
23802,105753,847,453,847,0.5346432311825514
6519,105755,152,9,152,0.05912277744810208
23795,105759,9,1,9,0.11099424189228674
38646,105761,3,0,3,0.0
22227,105763,3,3,3,0.9999998615811622
29862,105765,9,4,9,0.4442595805818986
38827,105767,1,1,1,0.9999998615811622
7440,105769,684,374,684,0.5465984119358366
28758,105772,39,18,39,0.4613529946327322
26069,105776,3,1,3,0.33315797184765045
15535,105778,31,11,31,0.354660718602854
21446,105794,4,2,4,0.4998139765888565
12378,105799,83,7,83,0.0842340176817929
11061,105801,70,30,70,0.4283873230299386
37211,105803,1,0,1,0.0
31197,105805,10,2,10,0.1998512227909431
15835,105811,965,251,965,0.25994044658012494
15838,105813,6,1,6,0.1665280591343614
23512,105815,12,5,12,0.41648325664423236
31058,105819,16,5,16,0.3123275776340434
30434,105821,2,0,2,0.0
29774,105825,3,0,3,0.0
27080,105827,5,1,5,0.1998512227909431
38434,105829,3,1,3,0.33315797184765045
37188,105831,3,0,3,0.0
29923,105833,7,3,7,0.4283873230299386
5231,105835,63,19,63,0.30141657925500154
15332,105837,6,0,6,0.0
37198,105839,3,1,3,0.33315797184765045
38688,105841,1,0,1,0.0
1320,105844,6632,3358,6632,0.5061469218766333
38814,105846,1,0,1,0.0
29857,105849,1,0,1,0.0
13834,105855,31,6,31,0.1934014416262608
16642,105863,607,359,607,0.5912503791252843
37222,105865,30,7,30,0.23317601207558547
7291,105869,80,9,80,0.11238249404079266
28525,105873,1,0,1,0.0
38188,105884,2,0,2,0.0
27034,105886,8,0,8,0.0
28465,105888,3,1,3,0.33315797184765045
37688,105890,3,1,3,0.33315797184765045
26984,105892,4,0,4,0.0
37822,105899,2,0,2,0.0
31750,105901,1,1,1,0.9999998615811622
38972,105906,2,0,2,0.0
15004,105911,8,0,8,0.0
46908,105915,1,0,1,0.0
27085,105918,3,2,3,0.6664912590413711
40574,105922,8,2,8,0.2498389336012441
40749,105924,1,0,1,0.0
30313,105926,5,0,5,0.0
24844,105928,12,2,12,0.1665280591343614
41063,105936,1,0,1,0.0
40902,105938,19,2,19,0.10514903425102648
14829,105943,3,0,3,0.0
21033,105945,18,5,18,0.2776111675693633
30187,105948,24,6,24,0.2498389336012441
30145,105950,1,0,1,0.0
17086,105952,8,0,8,0.0
5247,105954,156,11,156,0.07041763249613864
38040,105959,1,0,1,0.0
45705,105961,1,0,1,0.0
38023,105963,1,0,1,0.0
17307,105965,7,4,7,0.5712444461129617
22753,105968,4,1,4,0.2498389336012441
19878,105972,3,0,3,0.0
29357,105974,7,5,7,0.714117610999824
37920,105976,5,2,5,0.3998177488663529
45859,105978,2,0,2,0.0
26542,105980,1,0,1,0.0
37962,105982,1,1,1,0.9999998615811622
47967,105985,2,0,2,0.0
19965,105987,4,0,4,0.0
16291,105999,2,1,2,0.4998139765888565
1707,106002,16498,6937,16498,0.42029156467958967
37344,106004,11,6,11,0.5452692860381144
47849,106006,1,1,1,0.9999998615811622
7779,106011,177,60,177,0.3388069595360658
33203,106017,5,1,5,0.1998512227909431
24170,106019,2,1,2,0.4998139765888565
7426,106022,289,164,289,0.5672897173096112
47865,106024,246,139,246,0.5648561985716597
37278,106026,14,4,14,0.28554624175075455
7831,106030,78,39,78,0.4998139765888565
26611,106032,10,3,10,0.2998295344090003
46037,106040,35,5,35,0.14272700301519542
30754,106046,3,1,3,0.33315797184765045
24911,106048,6,1,6,0.1665280591343614
26835,106052,5,0,5,0.0
20735,106054,42,20,42,0.47600466710558687
37349,106057,307,143,307,0.46561246264647144
22832,106059,27,14,27,0.5183326201759035
5328,106062,147,19,147,0.12912693834794073
17926,106064,140,58,140,0.4141024565266632
28398,106066,2,0,2,0.0
40115,106068,3,0,3,0.0
